chat_id,patient_id,language,user_input,intent,timestamp
C02895,PID-504052,english,How do I join a trial?,eligibility_check,2025-12-24 01:18:12.658026
C02896,PID-287244,english,I want to participate in research,eligibility_check,2025-12-24 00:18:12.658026
C02897,PID-973549,hindi,What are the requirements?,trial_inquiry,2025-12-23 23:18:12.658026
C02898,PID-997586,english,What trials are available for diabetes?,participation_request,2025-12-23 22:18:12.658026
C02899,PID-424253,english,I want to participate in research,trial_inquiry,2025-12-23 21:18:12.658026
C02900,PID-825402,hindi,I want to participate in research,trial_inquiry,2025-12-23 20:18:12.658026
C02901,PID-344734,english,Tell me about cancer research,participation_request,2025-12-23 19:18:12.658026
C02902,PID-340456,english,Am I eligible for heart disease study?,participation_request,2025-12-23 18:18:12.658026
C02903,PID-809205,english,Show me hypertension trials,eligibility_check,2025-12-23 17:18:12.658026
C02904,PID-194555,english,Am I eligible for heart disease study?,general_info,2025-12-23 16:18:12.658026
C02905,PID-139241,telugu,What trials are available for diabetes?,participation_request,2025-12-23 15:18:12.658026
C02906,PID-993431,english,Is there anything for migraines?,participation_request,2025-12-23 14:18:12.658026
C02907,PID-245488,english,I want to participate in research,participation_request,2025-12-23 13:18:12.658026
C02908,PID-834259,english,Am I eligible for heart disease study?,general_info,2025-12-23 12:18:12.658026
C02909,PID-320763,telugu,How do I join a trial?,eligibility_check,2025-12-23 11:18:12.658026
C02910,PID-635757,english,Can you help me find a doctor?,trial_inquiry,2025-12-23 10:18:12.658026
C02911,PID-605691,english,Can you help me find a doctor?,general_info,2025-12-23 09:18:12.658026
C02912,PID-492314,english,Can you help me find a doctor?,eligibility_check,2025-12-23 08:18:12.658026
C02913,PID-375773,english,What trials are available for diabetes?,general_info,2025-12-23 07:18:12.658026
C02914,PID-934809,hindi,What is my eligibility status?,participation_request,2025-12-23 06:18:12.658026
C02915,PID-643984,hindi,What is my eligibility status?,eligibility_check,2025-12-23 05:18:12.658026
C02916,PID-173266,english,Can you help me find a doctor?,participation_request,2025-12-23 04:18:12.658026
C02917,PID-788450,hindi,Am I eligible for heart disease study?,eligibility_check,2025-12-23 03:18:12.658026
C02918,PID-134664,english,What trials are available for diabetes?,trial_inquiry,2025-12-23 02:18:12.658026
C02919,PID-910251,english,Am I eligible for heart disease study?,trial_inquiry,2025-12-23 01:18:12.658026
C02920,PID-926604,english,Tell me about cancer research,participation_request,2025-12-23 00:18:12.658026
C02921,PID-328424,english,How do I join a trial?,eligibility_check,2025-12-22 23:18:12.658026
C02922,PID-204145,english,I want to participate in research,participation_request,2025-12-22 22:18:12.658026
C02923,PID-539902,telugu,What are the requirements?,eligibility_check,2025-12-22 21:18:12.658026
C02924,PID-716352,english,Am I eligible for heart disease study?,participation_request,2025-12-22 20:18:12.658026
C02925,PID-310118,english,Can you help me find a doctor?,trial_inquiry,2025-12-22 19:18:12.658026
C02926,PID-438120,english,Tell me about cancer research,participation_request,2025-12-22 18:18:12.658026
C02927,PID-507247,english,Is there anything for migraines?,general_info,2025-12-22 17:18:12.658026
C02928,PID-257521,english,Am I eligible for heart disease study?,participation_request,2025-12-22 16:18:12.658026
C02929,PID-940282,english,Can you help me find a doctor?,trial_inquiry,2025-12-22 15:18:12.658026
C02930,PID-656114,hindi,I want to participate in research,trial_inquiry,2025-12-22 14:18:12.658026
C02931,PID-270930,english,I want to participate in research,general_info,2025-12-22 13:18:12.658026
C02932,PID-212103,hindi,Can you help me find a doctor?,eligibility_check,2025-12-22 12:18:12.658026
C02933,PID-768586,telugu,Is there anything for migraines?,eligibility_check,2025-12-22 11:18:12.658026
C02934,PID-924719,hindi,Am I eligible for heart disease study?,trial_inquiry,2025-12-22 10:18:12.658026
C02935,PID-126149,english,I want to participate in research,participation_request,2025-12-22 09:18:12.658026
C02936,PID-120487,english,I want to participate in research,participation_request,2025-12-22 08:18:12.658026
C02937,PID-617223,english,Am I eligible for heart disease study?,eligibility_check,2025-12-22 07:18:12.658026
C02938,PID-873764,english,Can you help me find a doctor?,eligibility_check,2025-12-22 06:18:12.658026
C02939,PID-726055,kannada,What are the requirements?,eligibility_check,2025-12-22 05:18:12.658026
C02940,PID-266326,english,What is my eligibility status?,trial_inquiry,2025-12-22 04:18:12.658026
C02941,PID-545321,english,What is my eligibility status?,eligibility_check,2025-12-22 03:18:12.658026
C02942,PID-334498,telugu,What are the requirements?,eligibility_check,2025-12-22 02:18:12.658026
C02943,PID-346019,english,How do I join a trial?,participation_request,2025-12-22 01:18:12.658026
C02944,PID-905597,hindi,Am I eligible for heart disease study?,eligibility_check,2025-12-22 00:18:12.658026
C02945,PID-288347,english,What is my eligibility status?,trial_inquiry,2025-12-21 23:18:12.658026
C02946,PID-947816,telugu,I want to participate in research,participation_request,2025-12-21 22:18:12.658026
C02947,PID-545399,hindi,I want to participate in research,trial_inquiry,2025-12-21 21:18:12.658026
C02948,PID-978621,english,I want to participate in research,general_info,2025-12-21 20:18:12.658026
C02949,PID-320374,english,How do I join a trial?,general_info,2025-12-21 19:18:12.658026
C02950,PID-362372,kannada,Is there anything for migraines?,trial_inquiry,2025-12-21 18:18:12.658026
C02951,PID-608712,english,Tell me about cancer research,trial_inquiry,2025-12-21 17:18:12.658026
C02952,PID-952125,kannada,Show me hypertension trials,general_info,2025-12-21 16:18:12.658026
C02953,PID-299746,english,Can you help me find a doctor?,trial_inquiry,2025-12-21 15:18:12.658026
C02954,PID-142814,hindi,Is there anything for migraines?,participation_request,2025-12-21 14:18:12.658026
C02955,PID-597025,english,Show me hypertension trials,trial_inquiry,2025-12-21 13:18:12.658026
C02956,PID-118937,english,I want to participate in research,general_info,2025-12-21 12:18:12.658026
C02957,PID-787355,kannada,Am I eligible for heart disease study?,participation_request,2025-12-21 11:18:12.658026
C02958,PID-460552,english,What are the requirements?,participation_request,2025-12-21 10:18:12.658026
C02959,PID-148482,english,What is my eligibility status?,trial_inquiry,2025-12-21 09:18:12.658026
C02960,PID-992999,english,Tell me about cancer research,general_info,2025-12-21 08:18:12.658026
C02961,PID-895848,english,Can you help me find a doctor?,eligibility_check,2025-12-21 07:18:12.658026
C02962,PID-759986,english,What is my eligibility status?,eligibility_check,2025-12-21 06:18:12.658026
C02963,PID-107076,english,What trials are available for diabetes?,participation_request,2025-12-21 05:18:12.658026
C02964,PID-288625,english,What are the requirements?,participation_request,2025-12-21 04:18:12.658026
C02965,PID-894598,english,What are the requirements?,participation_request,2025-12-21 03:18:12.658026
C02966,PID-584737,english,What are the requirements?,trial_inquiry,2025-12-21 02:18:12.658026
C02967,PID-298718,english,How do I join a trial?,trial_inquiry,2025-12-21 01:18:12.658026
C02968,PID-185262,english,What are the requirements?,trial_inquiry,2025-12-21 00:18:12.658026
C02969,PID-852464,english,Am I eligible for heart disease study?,general_info,2025-12-20 23:18:12.658026
C02970,PID-551677,hindi,How do I join a trial?,trial_inquiry,2025-12-20 22:18:12.658026
C02971,PID-261531,kannada,Can you help me find a doctor?,participation_request,2025-12-20 21:18:12.658026
C02972,PID-149084,hindi,Can you help me find a doctor?,general_info,2025-12-20 20:18:12.658026
C02973,PID-632250,english,Am I eligible for heart disease study?,trial_inquiry,2025-12-20 19:18:12.658026
C02974,PID-122531,english,What are the requirements?,general_info,2025-12-20 18:18:12.658026
C02975,PID-153466,kannada,Is there anything for migraines?,trial_inquiry,2025-12-20 17:18:12.658026
C02976,PID-468599,english,What is my eligibility status?,trial_inquiry,2025-12-20 16:18:12.658026
C02977,PID-708024,english,Show me hypertension trials,trial_inquiry,2025-12-20 15:18:12.658026
C02978,PID-598068,english,How do I join a trial?,trial_inquiry,2025-12-20 14:18:12.658026
C02979,PID-357850,hindi,What are the requirements?,participation_request,2025-12-20 13:18:12.658026
C02980,PID-438407,english,What is my eligibility status?,eligibility_check,2025-12-20 12:18:12.658026
C02981,PID-398277,english,Tell me about cancer research,participation_request,2025-12-20 11:18:12.658026
C02982,PID-814668,english,What are the requirements?,eligibility_check,2025-12-20 10:18:12.658026
C02983,PID-814544,kannada,How do I join a trial?,trial_inquiry,2025-12-20 09:18:12.658026
C02984,PID-249639,english,How do I join a trial?,participation_request,2025-12-20 08:18:12.658026
C02985,PID-684493,english,Show me hypertension trials,trial_inquiry,2025-12-20 07:18:12.658026
C02986,PID-659056,kannada,What trials are available for diabetes?,participation_request,2025-12-20 06:18:12.658026
C02987,PID-659260,english,How do I join a trial?,participation_request,2025-12-20 05:18:12.658026
C02988,PID-333571,english,I want to participate in research,trial_inquiry,2025-12-20 04:18:12.658026
C02989,PID-987177,english,How do I join a trial?,eligibility_check,2025-12-20 03:18:12.658026
C02990,PID-587658,english,What trials are available for diabetes?,participation_request,2025-12-20 02:18:12.658026
C02991,PID-187295,telugu,What trials are available for diabetes?,participation_request,2025-12-20 01:18:12.658026
C02992,PID-256885,english,Am I eligible for heart disease study?,eligibility_check,2025-12-20 00:18:12.658026
C02993,PID-209768,english,What is my eligibility status?,eligibility_check,2025-12-19 23:18:12.658026
C02994,PID-607778,english,What trials are available for diabetes?,participation_request,2025-12-19 22:18:12.658026
C02995,PID-478540,english,I want to participate in research,trial_inquiry,2025-12-19 21:18:12.658026
C02996,PID-964105,hindi,Show me hypertension trials,trial_inquiry,2025-12-19 20:18:12.658026
C02997,PID-801885,hindi,What trials are available for diabetes?,trial_inquiry,2025-12-19 19:18:12.658026
C02998,PID-490060,english,Tell me about cancer research,eligibility_check,2025-12-19 18:18:12.658026
C02999,PID-883235,kannada,What are the requirements?,eligibility_check,2025-12-19 17:18:12.658026
C03000,PID-609049,english,What is my eligibility status?,participation_request,2025-12-19 16:18:12.658026
C03001,PID-555018,kannada,I want to participate in research,eligibility_check,2025-12-19 15:18:12.658026
C03002,PID-840592,english,What trials are available for diabetes?,trial_inquiry,2025-12-19 14:18:12.658026
C03003,PID-318161,kannada,What are the requirements?,participation_request,2025-12-19 13:18:12.658026
C03004,PID-801509,english,What are the requirements?,eligibility_check,2025-12-19 12:18:12.658026
C03005,PID-698924,english,I want to participate in research,trial_inquiry,2025-12-19 11:18:12.658026
C03006,PID-537729,telugu,I want to participate in research,participation_request,2025-12-19 10:18:12.658026
C03007,PID-631626,english,I want to participate in research,general_info,2025-12-19 09:18:12.658026
C03008,PID-335976,hindi,Show me hypertension trials,trial_inquiry,2025-12-19 08:18:12.658026
C03009,PID-445482,hindi,Tell me about cancer research,participation_request,2025-12-19 07:18:12.658026
C03010,PID-149411,hindi,What is my eligibility status?,eligibility_check,2025-12-19 06:18:12.658026
C03011,PID-981396,english,Show me hypertension trials,eligibility_check,2025-12-19 05:18:12.658026
C03012,PID-429611,english,I want to participate in research,eligibility_check,2025-12-19 04:18:12.658026
C03013,PID-935235,english,I want to participate in research,trial_inquiry,2025-12-19 03:18:12.658026
C03014,PID-607831,hindi,Am I eligible for heart disease study?,participation_request,2025-12-19 02:18:12.658026
C03015,PID-691286,english,Tell me about cancer research,participation_request,2025-12-19 01:18:12.658026
C03016,PID-197491,telugu,I want to participate in research,eligibility_check,2025-12-19 00:18:12.658026
C03017,PID-766426,kannada,How do I join a trial?,general_info,2025-12-18 23:18:12.658026
C03018,PID-129599,english,Show me hypertension trials,general_info,2025-12-18 22:18:12.658026
C03019,PID-611466,english,Is there anything for migraines?,eligibility_check,2025-12-18 21:18:12.658026
C03020,PID-545308,kannada,Is there anything for migraines?,eligibility_check,2025-12-18 20:18:12.658026
C03021,PID-279692,hindi,What is my eligibility status?,participation_request,2025-12-18 19:18:12.658026
C03022,PID-983652,english,I want to participate in research,trial_inquiry,2025-12-18 18:18:12.658026
C03023,PID-455289,kannada,Show me hypertension trials,participation_request,2025-12-18 17:18:12.658026
C03024,PID-552962,kannada,What are the requirements?,general_info,2025-12-18 16:18:12.658026
C03025,PID-289534,telugu,Tell me about cancer research,trial_inquiry,2025-12-18 15:18:12.658026
C03026,PID-163544,hindi,What are the requirements?,participation_request,2025-12-18 14:18:12.658026
C03027,PID-818443,english,What are the requirements?,participation_request,2025-12-18 13:18:12.658026
C03028,PID-355576,english,I want to participate in research,trial_inquiry,2025-12-18 12:18:12.658026
C03029,PID-186765,english,What is my eligibility status?,participation_request,2025-12-18 11:18:12.658026
C03030,PID-771922,english,Can you help me find a doctor?,eligibility_check,2025-12-18 10:18:12.658026
C03031,PID-142432,english,Tell me about cancer research,participation_request,2025-12-18 09:18:12.658026
C03032,PID-257428,telugu,I want to participate in research,trial_inquiry,2025-12-18 08:18:12.658026
C03033,PID-158776,kannada,What is my eligibility status?,eligibility_check,2025-12-18 07:18:12.658026
C03034,PID-408393,english,Show me hypertension trials,participation_request,2025-12-18 06:18:12.658026
C03035,PID-599774,english,What is my eligibility status?,general_info,2025-12-18 05:18:12.658026
C03036,PID-886747,hindi,How do I join a trial?,general_info,2025-12-18 04:18:12.658026
C03037,PID-934489,hindi,I want to participate in research,general_info,2025-12-18 03:18:12.658026
C03038,PID-279892,kannada,Am I eligible for heart disease study?,eligibility_check,2025-12-18 02:18:12.658026
C03039,PID-961196,english,Am I eligible for heart disease study?,eligibility_check,2025-12-18 01:18:12.658026
C03040,PID-571558,english,I want to participate in research,eligibility_check,2025-12-18 00:18:12.658026
C03041,PID-927365,english,What is my eligibility status?,eligibility_check,2025-12-17 23:18:12.658026
C03042,PID-165384,english,I want to participate in research,general_info,2025-12-17 22:18:12.658026
C03043,PID-202648,hindi,Tell me about cancer research,trial_inquiry,2025-12-17 21:18:12.658026
C03044,PID-218998,english,Is there anything for migraines?,trial_inquiry,2025-12-17 20:18:12.658026
C03045,PID-668085,english,Tell me about cancer research,trial_inquiry,2025-12-17 19:18:12.658026
C03046,PID-540411,hindi,How do I join a trial?,general_info,2025-12-17 18:18:12.658026
C03047,PID-362154,english,What is my eligibility status?,participation_request,2025-12-17 17:18:12.658026
C03048,PID-333948,english,Is there anything for migraines?,trial_inquiry,2025-12-17 16:18:12.658026
C03049,PID-491732,english,Can you help me find a doctor?,eligibility_check,2025-12-17 15:18:12.658026
C03050,PID-928625,english,Can you help me find a doctor?,general_info,2025-12-17 14:18:12.658026
C03051,PID-712648,hindi,What is my eligibility status?,general_info,2025-12-17 13:18:12.658026
C03052,PID-659509,english,Is there anything for migraines?,participation_request,2025-12-17 12:18:12.658026
C03053,PID-808325,telugu,What is my eligibility status?,participation_request,2025-12-17 11:18:12.658026
C03054,PID-191726,hindi,I want to participate in research,trial_inquiry,2025-12-17 10:18:12.658026
C03055,PID-918889,english,Is there anything for migraines?,trial_inquiry,2025-12-17 09:18:12.658026
C03056,PID-867199,hindi,How do I join a trial?,trial_inquiry,2025-12-17 08:18:12.658026
C03057,PID-642830,english,Tell me about cancer research,eligibility_check,2025-12-17 07:18:12.658026
C03058,PID-279957,english,Is there anything for migraines?,trial_inquiry,2025-12-17 06:18:12.658026
C03059,PID-347633,english,Can you help me find a doctor?,general_info,2025-12-17 05:18:12.658026
C03060,PID-450902,hindi,Tell me about cancer research,eligibility_check,2025-12-17 04:18:12.658026
C03061,PID-790595,hindi,I want to participate in research,participation_request,2025-12-17 03:18:12.658026
C03062,PID-726126,english,Show me hypertension trials,participation_request,2025-12-17 02:18:12.658026
C03063,PID-455334,hindi,What are the requirements?,eligibility_check,2025-12-17 01:18:12.658026
C03064,PID-896329,english,I want to participate in research,general_info,2025-12-17 00:18:12.658026
C03065,PID-301370,english,I want to participate in research,trial_inquiry,2025-12-16 23:18:12.658026
C03066,PID-998420,english,Can you help me find a doctor?,trial_inquiry,2025-12-16 22:18:12.658026
C03067,PID-200666,hindi,What are the requirements?,participation_request,2025-12-16 21:18:12.658026
C03068,PID-733142,english,Is there anything for migraines?,participation_request,2025-12-16 20:18:12.658026
C03069,PID-839778,english,What is my eligibility status?,general_info,2025-12-16 19:18:12.658026
C03070,PID-795792,hindi,Tell me about cancer research,general_info,2025-12-16 18:18:12.658026
C03071,PID-989108,english,What trials are available for diabetes?,general_info,2025-12-16 17:18:12.658026
C03072,PID-593452,english,Can you help me find a doctor?,trial_inquiry,2025-12-16 16:18:12.658026
C03073,PID-988300,english,What is my eligibility status?,trial_inquiry,2025-12-16 15:18:12.658026
C03074,PID-820452,english,How do I join a trial?,participation_request,2025-12-16 14:18:12.658026
C03075,PID-391170,english,Can you help me find a doctor?,trial_inquiry,2025-12-16 13:18:12.658026
C03076,PID-566558,english,Show me hypertension trials,general_info,2025-12-16 12:18:12.658026
C03077,PID-352908,english,Show me hypertension trials,trial_inquiry,2025-12-16 11:18:12.658026
C03078,PID-297473,english,Tell me about cancer research,eligibility_check,2025-12-16 10:18:12.658026
C03079,PID-743591,english,What trials are available for diabetes?,eligibility_check,2025-12-16 09:18:12.658026
C03080,PID-563896,hindi,Tell me about cancer research,general_info,2025-12-16 08:18:12.658026
C03081,PID-250477,english,Show me hypertension trials,trial_inquiry,2025-12-16 07:18:12.658026
C03082,PID-221856,english,What is my eligibility status?,participation_request,2025-12-16 06:18:12.658026
C03083,PID-690196,english,What trials are available for diabetes?,participation_request,2025-12-16 05:18:12.658026
C03084,PID-628040,hindi,What trials are available for diabetes?,eligibility_check,2025-12-16 04:18:12.658026
C03085,PID-596827,english,What trials are available for diabetes?,participation_request,2025-12-16 03:18:12.658026
C03086,PID-834200,english,Is there anything for migraines?,eligibility_check,2025-12-16 02:18:12.658026
C03087,PID-105964,english,Can you help me find a doctor?,participation_request,2025-12-16 01:18:12.658026
C03088,PID-943672,english,I want to participate in research,eligibility_check,2025-12-16 00:18:12.658026
C03089,PID-790826,hindi,What is my eligibility status?,eligibility_check,2025-12-15 23:18:12.658026
C03090,PID-917249,english,What are the requirements?,participation_request,2025-12-15 22:18:12.658026
C03091,PID-242967,english,How do I join a trial?,eligibility_check,2025-12-15 21:18:12.658026
C03092,PID-281268,english,Am I eligible for heart disease study?,participation_request,2025-12-15 20:18:12.658026
C03093,PID-464857,english,Is there anything for migraines?,general_info,2025-12-15 19:18:12.658026
C03094,PID-687201,hindi,Is there anything for migraines?,eligibility_check,2025-12-15 18:18:12.658026
C03095,PID-993641,telugu,What is my eligibility status?,participation_request,2025-12-15 17:18:12.658026
C03096,PID-285796,kannada,How do I join a trial?,eligibility_check,2025-12-15 16:18:12.658026
C03097,PID-715307,kannada,Am I eligible for heart disease study?,trial_inquiry,2025-12-15 15:18:12.658026
C03098,PID-562647,english,Is there anything for migraines?,participation_request,2025-12-15 14:18:12.658026
C03099,PID-560496,kannada,Is there anything for migraines?,eligibility_check,2025-12-15 13:18:12.658026
C03100,PID-683610,telugu,What is my eligibility status?,trial_inquiry,2025-12-15 12:18:12.658026
C03101,PID-799403,hindi,Show me hypertension trials,eligibility_check,2025-12-15 11:18:12.658026
C03102,PID-497185,english,What is my eligibility status?,eligibility_check,2025-12-15 10:18:12.658026
C03103,PID-677641,english,What is my eligibility status?,eligibility_check,2025-12-15 09:18:12.658026
C03104,PID-635275,kannada,What trials are available for diabetes?,general_info,2025-12-15 08:18:12.658026
C03105,PID-696840,english,Tell me about cancer research,participation_request,2025-12-15 07:18:12.658026
C03106,PID-904876,english,Can you help me find a doctor?,trial_inquiry,2025-12-15 06:18:12.658026
C03107,PID-177448,english,Is there anything for migraines?,general_info,2025-12-15 05:18:12.658026
C03108,PID-667493,kannada,What is my eligibility status?,eligibility_check,2025-12-15 04:18:12.658026
C03109,PID-817543,english,What is my eligibility status?,general_info,2025-12-15 03:18:12.658026
C03110,PID-920153,kannada,What are the requirements?,participation_request,2025-12-15 02:18:12.658026
C03111,PID-839394,hindi,Show me hypertension trials,trial_inquiry,2025-12-15 01:18:12.658026
C03112,PID-519065,english,Is there anything for migraines?,participation_request,2025-12-15 00:18:12.658026
C03113,PID-506330,english,What trials are available for diabetes?,general_info,2025-12-14 23:18:12.658026
C03114,PID-181248,english,Am I eligible for heart disease study?,eligibility_check,2025-12-14 22:18:12.658026
C03115,PID-172953,english,What is my eligibility status?,participation_request,2025-12-14 21:18:12.658026
C03116,PID-118788,hindi,How do I join a trial?,participation_request,2025-12-14 20:18:12.658026
C03117,PID-809505,kannada,What trials are available for diabetes?,participation_request,2025-12-14 19:18:12.658026
C03118,PID-165936,english,Tell me about cancer research,general_info,2025-12-14 18:18:12.658026
C03119,PID-264336,kannada,What are the requirements?,participation_request,2025-12-14 17:18:12.658026
C03120,PID-718733,english,Am I eligible for heart disease study?,eligibility_check,2025-12-14 16:18:12.658026
C03121,PID-570531,english,Is there anything for migraines?,eligibility_check,2025-12-14 15:18:12.658026
C03122,PID-515638,kannada,Am I eligible for heart disease study?,general_info,2025-12-14 14:18:12.658026
C03123,PID-460994,english,How do I join a trial?,eligibility_check,2025-12-14 13:18:12.658026
C03124,PID-913354,english,What is my eligibility status?,general_info,2025-12-14 12:18:12.658026
C03125,PID-997232,english,What are the requirements?,participation_request,2025-12-14 11:18:12.658026
C03126,PID-234664,english,Is there anything for migraines?,trial_inquiry,2025-12-14 10:18:12.658026
C03127,PID-915035,english,Tell me about cancer research,participation_request,2025-12-14 09:18:12.658026
C03128,PID-999789,english,I want to participate in research,general_info,2025-12-14 08:18:12.658026
C03129,PID-595238,kannada,What are the requirements?,trial_inquiry,2025-12-14 07:18:12.658026
C03130,PID-508592,telugu,How do I join a trial?,general_info,2025-12-14 06:18:12.658026
C03131,PID-792157,english,What is my eligibility status?,general_info,2025-12-14 05:18:12.658026
C03132,PID-713388,english,Show me hypertension trials,participation_request,2025-12-14 04:18:12.658026
C03133,PID-612768,english,Is there anything for migraines?,trial_inquiry,2025-12-14 03:18:12.658026
C03134,PID-585538,hindi,Am I eligible for heart disease study?,trial_inquiry,2025-12-14 02:18:12.658026
C03135,PID-924047,hindi,Is there anything for migraines?,trial_inquiry,2025-12-14 01:18:12.658026
C03136,PID-343170,english,Is there anything for migraines?,trial_inquiry,2025-12-14 00:18:12.658026
C03137,PID-522755,english,What is my eligibility status?,participation_request,2025-12-13 23:18:12.658026
C03138,PID-618699,telugu,How do I join a trial?,trial_inquiry,2025-12-13 22:18:12.658026
C03139,PID-752700,kannada,Show me hypertension trials,trial_inquiry,2025-12-13 21:18:12.658026
C03140,PID-679026,hindi,What are the requirements?,general_info,2025-12-13 20:18:12.658026
C03141,PID-106095,english,How do I join a trial?,eligibility_check,2025-12-13 19:18:12.658026
C03142,PID-415330,telugu,How do I join a trial?,trial_inquiry,2025-12-13 18:18:12.658026
C03143,PID-921567,english,What trials are available for diabetes?,eligibility_check,2025-12-13 17:18:12.658026
C03144,PID-694219,english,Tell me about cancer research,participation_request,2025-12-13 16:18:12.658026
C03145,PID-528863,english,Tell me about cancer research,participation_request,2025-12-13 15:18:12.658026
C03146,PID-814584,hindi,Can you help me find a doctor?,participation_request,2025-12-13 14:18:12.658026
C03147,PID-241167,english,I want to participate in research,eligibility_check,2025-12-13 13:18:12.658026
C03148,PID-549892,english,Am I eligible for heart disease study?,trial_inquiry,2025-12-13 12:18:12.658026
C03149,PID-541903,english,Show me hypertension trials,eligibility_check,2025-12-13 11:18:12.658026
C03150,PID-755104,hindi,Can you help me find a doctor?,participation_request,2025-12-13 10:18:12.658026
C03151,PID-123178,hindi,Is there anything for migraines?,eligibility_check,2025-12-13 09:18:12.658026
C03152,PID-339784,hindi,How do I join a trial?,participation_request,2025-12-13 08:18:12.658026
C03153,PID-432831,kannada,Tell me about cancer research,general_info,2025-12-13 07:18:12.658026
C03154,PID-819625,english,Tell me about cancer research,trial_inquiry,2025-12-13 06:18:12.658026
C03155,PID-284069,english,Show me hypertension trials,general_info,2025-12-13 05:18:12.658026
C03156,PID-324707,kannada,Show me hypertension trials,general_info,2025-12-13 04:18:12.658026
C03157,PID-918464,hindi,How do I join a trial?,trial_inquiry,2025-12-13 03:18:12.658026
C03158,PID-897577,english,Show me hypertension trials,trial_inquiry,2025-12-13 02:18:12.658026
C03159,PID-480293,telugu,Can you help me find a doctor?,eligibility_check,2025-12-13 01:18:12.658026
C03160,PID-104007,kannada,Am I eligible for heart disease study?,participation_request,2025-12-13 00:18:12.658026
C03161,PID-844924,telugu,Can you help me find a doctor?,eligibility_check,2025-12-12 23:18:12.658026
C03162,PID-159057,telugu,Am I eligible for heart disease study?,participation_request,2025-12-12 22:18:12.658026
C03163,PID-590505,english,Is there anything for migraines?,participation_request,2025-12-12 21:18:12.658026
C03164,PID-150208,hindi,How do I join a trial?,general_info,2025-12-12 20:18:12.658026
C03165,PID-900702,english,What are the requirements?,trial_inquiry,2025-12-12 19:18:12.658026
C03166,PID-621809,english,What are the requirements?,general_info,2025-12-12 18:18:12.658026
C03167,PID-674571,telugu,What are the requirements?,general_info,2025-12-12 17:18:12.658026
C03168,PID-589029,hindi,Is there anything for migraines?,trial_inquiry,2025-12-12 16:18:12.658026
C03169,PID-186169,english,What is my eligibility status?,eligibility_check,2025-12-12 15:18:12.658026
C03170,PID-699659,telugu,What are the requirements?,eligibility_check,2025-12-12 14:18:12.658026
C03171,PID-380664,english,What is my eligibility status?,trial_inquiry,2025-12-12 13:18:12.658026
C03172,PID-626317,english,Can you help me find a doctor?,eligibility_check,2025-12-12 12:18:12.658026
C03173,PID-249570,english,What are the requirements?,participation_request,2025-12-12 11:18:12.658026
C03174,PID-864277,english,What trials are available for diabetes?,eligibility_check,2025-12-12 10:18:12.658026
C03175,PID-891529,hindi,I want to participate in research,participation_request,2025-12-12 09:18:12.658026
C03176,PID-738438,kannada,Tell me about cancer research,eligibility_check,2025-12-12 08:18:12.658026
C03177,PID-578981,english,I want to participate in research,general_info,2025-12-12 07:18:12.658026
C03178,PID-191141,hindi,What are the requirements?,eligibility_check,2025-12-12 06:18:12.658026
C03179,PID-230178,telugu,Am I eligible for heart disease study?,eligibility_check,2025-12-12 05:18:12.658026
C03180,PID-755850,hindi,What trials are available for diabetes?,trial_inquiry,2025-12-12 04:18:12.658026
C03181,PID-642998,english,What trials are available for diabetes?,eligibility_check,2025-12-12 03:18:12.658026
C03182,PID-763623,hindi,Is there anything for migraines?,trial_inquiry,2025-12-12 02:18:12.658026
C03183,PID-252085,english,What are the requirements?,eligibility_check,2025-12-12 01:18:12.658026
C03184,PID-720106,hindi,Can you help me find a doctor?,trial_inquiry,2025-12-12 00:18:12.658026
C03185,PID-386177,english,Show me hypertension trials,general_info,2025-12-11 23:18:12.658026
C03186,PID-991105,telugu,What is my eligibility status?,eligibility_check,2025-12-11 22:18:12.658026
C03187,PID-765136,english,Show me hypertension trials,trial_inquiry,2025-12-11 21:18:12.658026
C03188,PID-453671,english,What is my eligibility status?,eligibility_check,2025-12-11 20:18:12.658026
C03189,PID-141336,english,Tell me about cancer research,general_info,2025-12-11 19:18:12.658026
C03190,PID-215013,english,Am I eligible for heart disease study?,general_info,2025-12-11 18:18:12.658026
C03191,PID-791284,english,Am I eligible for heart disease study?,eligibility_check,2025-12-11 17:18:12.658026
C03192,PID-210988,english,What trials are available for diabetes?,general_info,2025-12-11 16:18:12.658026
C03193,PID-977596,hindi,I want to participate in research,general_info,2025-12-11 15:18:12.658026
C03194,PID-623333,hindi,Show me hypertension trials,eligibility_check,2025-12-11 14:18:12.658026
C03195,PID-406079,english,What is my eligibility status?,eligibility_check,2025-12-11 13:18:12.658026
C03196,PID-762307,english,What is my eligibility status?,trial_inquiry,2025-12-11 12:18:12.658026
C03197,PID-781248,kannada,Is there anything for migraines?,trial_inquiry,2025-12-11 11:18:12.658026
C03198,PID-557849,kannada,Show me hypertension trials,general_info,2025-12-11 10:18:12.658026
C03199,PID-847952,english,What is my eligibility status?,trial_inquiry,2025-12-11 09:18:12.658026
C03200,PID-342111,english,Is there anything for migraines?,participation_request,2025-12-11 08:18:12.658026
C03201,PID-806459,telugu,What trials are available for diabetes?,participation_request,2025-12-11 07:18:12.658026
C03202,PID-157954,hindi,Is there anything for migraines?,eligibility_check,2025-12-11 06:18:12.658026
C03203,PID-300401,telugu,What is my eligibility status?,participation_request,2025-12-11 05:18:12.658026
